Site,Species,Treatment,PAM,Replicate,Geno,Color_1,Color_2,ColorChange
Espanola,Pocillopora_sp,32.5,0.47,A,3,3.5,3.5,0
Espanola,Pavona_clavus,34,0.456,A,7,3.5,3,-0.5
Espanola,Pavona_clavus,34,0.462,A,5,3,2.5,-0.5
Espanola,Pocillopora_sp,34,0.481,A,5,4,4,0
Espanola,Pavona_clavus,34,0.49,A,2,5,5,0
Espanola,Pavona_clavus,34,0.522,A,4,3,2.5,-0.5
Espanola,Pocillopora_sp,34,0.541,A,6,3,2.5,-0.5
Espanola,Pocillopora_sp,34,0.571,A,1,3.5,3.5,0
Espanola,Pavona_clavus,34,0.482,A,6,5,5,0
Espanola,Pocillopora_sp,34,0.59,A,2,4.5,3.5,-1
Espanola,Pavona_clavus,34,0.491,A,8,3,2.5,-0.5
Espanola,Pocillopora_sp,34,0.561,A,4,4.5,3,-1.5
Espanola,Pocillopora_sp,34,0.534,A,3,4.5,4,-0.5
Espanola,Pocillopora_sp,34,0.569,A,8,5,3,-2
Espanola,Pocillopora_sp,34,0.563,A,7,4,3.5,-0.5
Espanola,Pavona_clavus,34,0.486,A,8,4,3.5,-0.5
Espanola,Pavona_clavus,34,0.48,A,1,3,3,0
Espanola,Pocillopora_sp,35.5,0.452,A,1,4.5,1.5,-3
Espanola,Pocillopora_sp,35.5,0.351,A,5,4.5,2.5,-2
Espanola,Pavona_clavus,35.5,0.531,A,6,1.5,1,-0.5
Espanola,Pocillopora_sp,35.5,0.535,A,2,4,1.5,-2.5
Espanola,Pocillopora_sp,35.5,0.507,A,8,4,1,-3
Espanola,Pavona_clavus,35.5,0.417,A,1,4,1,-3
Espanola,Pavona_clavus,35.5,0.334,A,3,4,1,-3
Espanola,Pocillopora_sp,35.5,0.543,A,6,5.5,2.5,-3
Espanola,Pavona_clavus,35.5,0.459,A,8,3,1,-2
Espanola,Pavona_clavus,35.5,0.378,A,4,3.5,2,-1.5
Espanola,Pavona_clavus,35.5,0.387,A,7,5,1.5,-3.5
Espanola,Pocillopora_sp,35.5,0.501,A,4,5,2,-3
Espanola,Pavona_clavus,35.5,0.435,A,2,5.5,4,-1.5
Espanola,Pavona_clavus,35.5,0.403,A,5,1,1,0
Espanola,Pocillopora_sp,35.5,0.597,A,7,5,1,-4
Espanola,Pocillopora_sp,35.5,0.393,A,3,4,3.5,-0.5
Espanola,Pocillopora_sp,26,0.538,B,5,4.5,4,-0.5
Espanola,Pocillopora_sp,26,0.583,B,1,3,2.5,-0.5
Espanola,Pavona_clavus,26,0.515,B,3,5,5,0
Espanola,Pavona_clavus,26,0.541,B,5,2,2,0
Espanola,Pavona_clavus,26,0.468,B,7,5,4.5,-0.5
Espanola,Pocillopora_sp,26,0.589,B,6,5,4.5,-0.5
Espanola,Pavona_clavus,26,0.483,B,2,3.5,3.5,0
Espanola,Pavona_clavus,26,0.485,B,4,3,3,0
Espanola,Pocillopora_sp,26,0.586,B,7,4,4,0
Espanola,Pocillopora_sp,26,0.569,B,4,4,4,0
Espanola,Pocillopora_sp,26,0.554,B,8,5.5,5,-0.5
Espanola,Pavona_clavus,26,0.499,B,1,2.5,2,-0.5
Espanola,Pavona_clavus,26,0.555,B,6,4,3.5,-0.5
Espanola,Pocillopora_sp,26,0.599,B,2,5,4.5,-0.5
Espanola,Pocillopora_sp,26,0.545,B,3,4.5,4,-0.5
Espanola,Pavona_clavus,26,0.507,B,8,3,3,0
Espanola,Pocillopora_sp,35.5,0.42,B,1,4,1,-3
Espanola,Pavona_clavus,35.5,0.481,B,2,5,2.5,-2.5
Espanola,Pavona_clavus,35.5,0.42,B,8,5,1,-4
Espanola,Pocillopora_sp,35.5,0.349,B,6,2.5,1,-1.5
Espanola,Pocillopora_sp,35.5,0.46,B,7,5,2.5,-2.5
Espanola,Pavona_clavus,35.5,0.477,B,4,4,3,-1
Espanola,Pocillopora_sp,35.5,0.325,B,2,3,1,-2
Espanola,Pocillopora_sp,35.5,0.472,B,1,3,1,-2
Espanola,Pavona_clavus,35.5,0.53,B,6,4,3,-1
Espanola,Pavona_clavus,35.5,0.328,B,4,3.5,1,-2.5
Espanola,Pocillopora_sp,35.5,0.387,B,7,3.5,2,-1.5
Espanola,Pocillopora_sp,35.5,0.454,B,5,4,2,-2
Espanola,Pavona_clavus,35.5,0.409,B,8,3,1,-2
Espanola,Pavona_clavus,35.5,0.331,B,3,5,2.5,-2.5
Espanola,Pavona_clavus,35.5,0.464,B,5,3,1,-2
Espanola,Pocillopora_sp,35.5,0.463,B,3,4,2.5,-1.5
Espanola,Pocillopora_sp,34,0.587,B,5,4,3,-1
Espanola,Pocillopora_sp,34,0.586,B,6,4,4,0
Espanola,Pavona_clavus,34,0.487,B,5,3,3,0
Espanola,Pavona_clavus,34,0.523,B,7,4,4,0
Espanola,Pocillopora_sp,34,0.586,B,3,5,4.5,-0.5
Espanola,Pocillopora_sp,34,0.539,B,1,2.5,2.5,0
Espanola,Pavona_clavus,34,0.502,B,6,3,2.5,-0.5
Espanola,Pocillopora_sp,34,0.592,B,7,3,3,0
Espanola,Pavona_clavus,34,0.353,B,3,3,2,-1
Espanola,Pavona_clavus,34,0.453,B,4,2.5,2,-0.5
Espanola,Pavona_clavus,34,0.481,B,2,5.5,5.5,0
Espanola,Pavona_clavus,34,0.479,B,8,2,1.5,-0.5
Espanola,Pocillopora_sp,34,0.555,B,8,4,4,0
Espanola,Pavona_clavus,34,0.471,B,1,2.5,2.5,0
Espanola,Pocillopora_sp,34,0.604,B,2,3,2.5,-0.5
Espanola,Pocillopora_sp,34,0.548,B,4,4,4,0
Espanola,Pocillopora_sp,32.5,0.605,B,6,3.5,3,-0.5
Espanola,Pocillopora_sp,32.5,0.576,B,8,3,2,-1
Espanola,Pavona_clavus,32.5,0.446,B,2,3,2.5,-0.5
Espanola,Pocillopora_sp,32.5,0.611,B,7,5.5,5,-0.5
Espanola,Pavona_clavus,32.5,0.377,B,3,3,2.5,-0.5
Espanola,Pocillopora_sp,32.5,0.544,B,3,5,4.5,-0.5
Espanola,Pavona_clavus,32.5,0.462,B,4,3,2.5,-0.5
Espanola,Pocillopora_sp,32.5,0.551,B,2,3.5,3,-0.5
Espanola,Pocillopora_sp,32.5,0.479,B,5,3.5,3,-0.5
Espanola,Pavona_clavus,32.5,0.519,B,6,4.5,3,-1.5
Espanola,Pavona_clavus,32.5,0.516,B,1,4.5,4,-0.5
Espanola,Pocillopora_sp,32.5,0.561,B,4,5,4,-1
Espanola,Pavona_clavus,32.5,0.519,B,5,3,3,0
Espanola,Pavona_clavus,32.5,0.499,B,8,4,2.5,-1.5
Espanola,Pocillopora_sp,32.5,0.577,B,2,5,4,-1
Espanola,Pavona_clavus,32.5,0.468,B,7,5,4.5,-0.5
Espanola,Pocillopora_sp,26,0.568,A,8,4,4,0
Espanola,Pocillopora_sp,26,0.611,A,4,4,3.5,-0.5
Espanola,Pavona_clavus,26,0.54,A,1,3,3,0
Espanola,Pocillopora_sp,26,0.573,A,1,4.5,4.5,0
Espanola,Pocillopora_sp,26,0.606,A,7,4.5,4.5,0
Espanola,Pocillopora_sp,26,0.623,A,2,5,5,0
Espanola,Pavona_clavus,26,0.528,A,2,4,3.5,-0.5
Espanola,Pavona_clavus,26,0.514,A,7,5,4.5,-0.5
Espanola,Pavona_clavus,26,0.517,A,8,2.5,2.5,0
Espanola,Pavona_clavus,26,0.443,A,6,5,4,-1
Espanola,Pocillopora_sp,26,0.576,A,3,5,5,0
Espanola,Pavona_clavus,26,0.429,A,3,3,2.5,-0.5
Espanola,Pocillopora_sp,26,0.573,A,6,4.5,4.5,0
Espanola,Pocillopora_sp,26,0.499,A,5,2.5,2.5,0
Espanola,Pavona_clavus,26,0.493,A,5,5,5,0
Espanola,Pavona_clavus,26,0.425,A,4,3,3,0
Espanola,Pocillopora_sp,20,0.522,A,5,5,4.5,-0.5
Espanola,Pocillopora_sp,20,0.512,A,4,3.5,3.5,0
Espanola,Pavona_clavus,20,0.395,A,8,2,2,0
Espanola,Pocillopora_sp,20,0.505,A,6,4,3.5,-0.5
Espanola,Pocillopora_sp,20,0.514,A,3,4,3.5,-0.5
Espanola,Pavona_clavus,20,0.459,A,7,5,5,0
Espanola,Pavona_clavus,20,0.507,A,5,3.5,3.5,0
Espanola,Pavona_clavus,20,0.473,A,3,3,3,0
Espanola,Pocillopora_sp,20,0.556,A,8,5,5,0
Espanola,Pavona_clavus,20,0.505,A,1,3,3,0
Espanola,Pocillopora_sp,20,0.558,A,1,3,3,0
Espanola,Pocillopora_sp,20,0.587,A,2,4,4,0
Espanola,Pavona_clavus,20,0.48,A,2,3,3,0
Espanola,Pavona_clavus,20,0.449,A,6,5,4,-1
Espanola,Pocillopora_sp,20,0.609,A,7,4,4,0
Espanola,Pavona_clavus,20,0.419,A,4,3,3,0
Espanola,Pavona_clavus,16,0.201,A,4,3.5,2.5,-1
Espanola,Pocillopora_sp,16,0.518,A,7,5,5,0
Espanola,Pocillopora_sp,16,0.417,A,8,5,5,0
Espanola,Pocillopora_sp,16,0.524,A,3,4.5,4.5,0
Espanola,Pavona_clavus,16,0.465,A,8,2.5,2.5,0
Espanola,Pocillopora_sp,16,0.516,A,4,4,4,0
Espanola,Pocillopora_sp,16,0.584,A,2,4,4,0
Espanola,Pavona_clavus,16,0.433,A,6,4,3.5,-0.5
Espanola,Pavona_clavus,16,0.434,A,1,3,3,0
Espanola,Pocillopora_sp,16,0.532,A,1,4.5,3.5,-1
Espanola,Pocillopora_sp,16,0.529,A,5,3.5,3,-0.5
Espanola,Pavona_clavus,16,0.439,A,2,4,3.5,-0.5
Espanola,Pavona_clavus,16,0.137,A,3,1.5,1,-0.5
Espanola,Pocillopora_sp,16,0.59,A,6,3,2.5,-0.5
Espanola,Pavona_clavus,16,0.466,A,7,3,3,0
Espanola,Pavona_clavus,16,0.432,A,5,3.5,3,-0.5
Espanola,Pocillopora_sp,12,0.541,A,4,5.5,4,-1.5
Espanola,Pocillopora_sp,12,0.453,A,8,4.5,3.5,-1
Espanola,Pocillopora_sp,12,0.534,A,2,5,3.5,-1.5
Espanola,Pavona_clavus,12,0.347,A,1,3,2,-1
Espanola,Pavona_clavus,12,0.297,A,2,3,2,-1
Espanola,Pocillopora_sp,12,0.401,A,5,4,3,-1
Espanola,Pavona_clavus,12,0.456,A,5,3.5,3.5,0
Espanola,Pavona_clavus,12,0.328,A,3,2.5,2,-0.5
Espanola,Pocillopora_sp,12,0.482,A,3,3.5,2.5,-1
Espanola,Pavona_clavus,12,0.425,A,7,4.5,3.5,-1
Espanola,Pavona_clavus,12,0.369,A,8,2,2,0
Espanola,Pocillopora_sp,12,0.487,A,6,5,3.5,-1.5
Espanola,Pocillopora_sp,12,0.504,A,1,3,2.5,-0.5
Espanola,Pavona_clavus,12,0.41,A,4,4.5,4,-0.5
Espanola,Pavona_clavus,12,0.431,A,6,4,3,-1
Espanola,Pocillopora_sp,12,0.518,A,7,4.5,3.5,-1
Espanola,Pavona_clavus,26,0.538,B,4,4,3.5,-0.5
Espanola,Pocillopora_sp,26,0.584,B,8,4,4,0
Espanola,Pavona_clavus,26,0.497,B,8,2,2,0
Espanola,Pavona_clavus,26,0.531,B,1,3,2.5,-0.5
Espanola,Pocillopora_sp,26,0.576,B,7,5,5,0
Espanola,Pavona_clavus,26,0.527,B,2,3,3,0
Espanola,Pocillopora_sp,26,0.588,B,4,5,4.5,-0.5
Espanola,Pocillopora_sp,26,0.571,B,3,4,4,0
Espanola,Pavona_clavus,26,0.527,B,5,4.5,4.5,0
Espanola,Pocillopora_sp,26,0.555,B,5,4.5,4.5,0
Espanola,Pavona_clavus,26,0.458,B,6,2.5,2.5,0
Espanola,Pavona_clavus,26,0.37,B,3,2,2,0
Espanola,Pocillopora_sp,26,0.587,B,6,4,4,0
Espanola,Pavona_clavus,26,0.51,B,7,3.5,3.5,0
Espanola,Pocillopora_sp,26,0.564,B,1,3,2.5,-0.5
Espanola,Pavona_clavus,26,0.593,B,2,4,3.5,-0.5
Espanola,Pavona_clavus,20,0.497,B,1,3.5,2.5,-1
Espanola,Pavona_clavus,20,0.455,B,2,3,2,-1
Espanola,Pavona_clavus,20,0.364,B,3,3,2,-1
Espanola,Pocillopora_sp,20,0.508,B,6,4.5,4,-0.5
Espanola,Pocillopora_sp,20,0.569,B,1,4.5,4,-0.5
Espanola,Pavona_clavus,20,0.494,B,7,5,4.5,-0.5
Espanola,Pavona_clavus,20,0.403,B,6,5,4,-1
Espanola,Pocillopora_sp,20,0.528,B,8,5,5,0
Espanola,Pocillopora_sp,20,0.513,B,6,4.5,4,-0.5
Espanola,Pavona_clavus,20,0.488,B,5,4,3.5,-0.5
Espanola,Pavona_clavus,20,0.497,B,8,5,4,-1
Espanola,Pocillopora_sp,20,0.561,B,3,4,4,0
Espanola,Pocillopora_sp,20,0.563,B,4,4,3.5,-0.5
Espanola,Pocillopora_sp,20,0.59,B,4,4.5,4.5,0
Espanola,Pocillopora_sp,20,0.571,B,7,4,4,0
Espanola,Pavona_clavus,20,0.471,B,4,3,3,0
Espanola,Pocillopora_sp,16,0.505,B,2,4,4,0
Espanola,Pavona_clavus,16,0.428,B,2,3,3,0
Espanola,Pavona_clavus,16,0.386,B,6,5,4,-1
Espanola,Pocillopora_sp,16,0.491,B,8,4.5,4,-0.5
Espanola,Pavona_clavus,16,0.426,B,1,2.5,2.5,0
Espanola,Pavona_clavus,16,0.397,B,8,3,3,0
Espanola,Pocillopora_sp,16,0.506,B,7,3,3,0
Espanola,Pavona_clavus,16,0.459,B,5,5,4.5,-0.5
Espanola,Pocillopora_sp,16,0.515,B,4,4.5,4,-0.5
Espanola,Pocillopora_sp,16,0.512,B,3,5,4.5,-0.5
Espanola,Pavona_clavus,16,0.381,B,4,3.5,3,-0.5
Espanola,Pocillopora_sp,16,0.47,B,5,3.5,3.5,0
Espanola,Pocillopora_sp,16,0.409,B,1,5,3,-2
Espanola,Pocillopora_sp,16,0.51,B,6,5,4,-1
Espanola,Pavona_clavus,16,0.224,B,3,2,2,0
Espanola,Pocillopora_sp,16,0.451,B,7,5,5,0
Espanola,Pavona_clavus,12,0.456,B,4,3,3,0
Espanola,Pavona_clavus,12,0.421,B,6,3,1.5,-1.5
Espanola,Pocillopora_sp,12,0.462,B,6,4.5,3,-1.5
Espanola,Pavona_clavus,12,0.42,B,7,3,2.5,-0.5
Espanola,Pavona_clavus,12,0.302,B,3,2,2,0
Espanola,Pocillopora_sp,12,0.527,B,3,5,3,-2
Espanola,Pavona_clavus,12,0.395,B,8,2,2,0
Espanola,Pavona_clavus,12,0.453,B,5,3,3,0
Espanola,Pavona_clavus,12,0.451,B,1,2.5,1.5,-1
Espanola,Pavona_clavus,12,0.37,B,2,4,2.5,-1.5
Espanola,Pocillopora_sp,12,0.555,B,4,5,3,-2
Espanola,Pocillopora_sp,12,0.476,B,5,4,3,-1
Espanola,Pocillopora_sp,12,0.52,B,8,3.5,3,-0.5
Espanola,Pocillopora_sp,12,0.49,B,1,4,2.5,-1.5
Espanola,Pocillopora_sp,12,0.413,B,2,3,2,-1
Espanola,Pocillopora_sp,12,0.539,B,7,4.5,4,-0.5
Darwin,Pavona_clavus,26,0.494,A,7,4,4,0
Darwin,Pocillopora_sp,26,0.578,A,7,5,5,0
Darwin,Pavona_clavus,26,0.521,A,8,5,5,0
Darwin,Pavona_clavus,26,0.527,A,1,3,3,0
Darwin,Pavona_clavus,26,0.541,A,4,4,4,0
Darwin,Pocillopora_sp,26,0.484,A,6,2.5,2.5,0
Darwin,Pocillopora_sp,26,0.571,A,1,5,4.5,-0.5
Darwin,Pocillopora_sp,26,0.591,A,5,3.5,3.5,0
Darwin,Pavona_clavus,26,0.53,A,5,3.5,3,-0.5
Darwin,Pocillopora_sp,26,0.561,A,4,4.5,4,-0.5
Darwin,Pocillopora_sp,26,0.559,A,3,4,4,0
Darwin,Pavona_clavus,26,0.551,A,6,5,4.5,-0.5
Darwin,Pavona_clavus,26,0.565,A,2,3,3,0
Darwin,Pocillopora_sp,26,0.516,A,2,4.5,4.5,0
Darwin,Pocillopora_sp,26,0.614,A,8,4,3.5,-0.5
Darwin,Pavona_clavus,26,0.513,A,3,5,5,0
Darwin,Pavona_clavus,32.5,0.483,A,3,4.5,4,-0.5
Darwin,Pavona_clavus,32.5,0.504,A,8,4,4,0
Darwin,Pocillopora_sp,32.5,0.548,A,8,4,3.5,-0.5
Darwin,Pocillopora_sp,32.5,0.607,A,7,4,4,0
Darwin,Pavona_clavus,32.5,0.529,A,5,3.5,3.5,0
Darwin,Pocillopora_sp,32.5,0.532,A,3,3.5,3.5,0
Darwin,Pavona_clavus,32.5,0.55,A,4,2,2,0
Darwin,Pocillopora_sp,32.5,0.552,A,6,3.5,3,-0.5
Darwin,Pocillopora_sp,32.5,0.597,A,5,3,3,0
Darwin,Pavona_clavus,32.5,0.545,A,7,3,3,0
Darwin,Pocillopora_sp,32.5,0.589,A,2,4,4,0
Darwin,Pavona_clavus,32.5,0.565,A,6,4,4,0
Darwin,Pavona_clavus,32.5,0.559,A,2,4,3.5,-0.5
Darwin,Pavona_clavus,32.5,0.524,A,1,5,5,0
Darwin,Pocillopora_sp,32.5,0.552,A,1,3.5,3.5,0
Darwin,Pocillopora_sp,32.5,0.514,A,4,5,5,0
Darwin,Pocillopora_sp,34,0.54,A,3,3,3,0
Darwin,Pocillopora_sp,34,0.559,A,6,4.5,3.5,-1
Darwin,Pavona_clavus,34,0.534,A,4,5,3,-2
Darwin,Pocillopora_sp,34,0.49,A,8,4,2,-2
Darwin,Pavona_clavus,34,0.472,A,6,4,3,-1
Darwin,Pavona_clavus,34,0.518,A,3,3,2.5,-0.5
Darwin,Pocillopora_sp,34,0.547,A,1,5,4,-1
Darwin,Pavona_clavus,34,0.604,A,5,3,2.5,-0.5
Darwin,Pocillopora_sp,34,0.592,A,5,3,3,0
Darwin,Pavona_clavus,34,0.532,A,1,5,4,-1
Darwin,Pocillopora_sp,34,0.583,A,4,5,4,-1
Darwin,Pavona_clavus,34,0.515,A,2,5,4,-1
Darwin,Pavona_clavus,34,0.468,A,8,5,4,-1
Darwin,Pocillopora_sp,34,0.553,A,2,3.5,3,-0.5
Darwin,Pavona_clavus,34,0.535,A,7,3.5,3,-0.5
Darwin,Pocillopora_sp,34,0.605,A,7,6,5.5,-0.5
Darwin,Pavona_clavus,35.5,0.466,A,1,5,2,-3
Darwin,Pocillopora_sp,35.5,0.516,A,8,5,1,-4
Darwin,Pocillopora_sp,35.5,0.537,A,2,4,1,-3
Darwin,Pavona_clavus,35.5,0.485,A,8,4,3,-1
Darwin,Pocillopora_sp,35.5,0.426,A,7,4,1.5,-2.5
Darwin,Pocillopora_sp,35.5,0.581,A,5,3,1,-2
Darwin,Pavona_clavus,35.5,0.454,A,4,3.5,2.5,-1
Darwin,Pavona_clavus,35.5,0.375,A,2,4,2.5,-1.5
Darwin,Pavona_clavus,35.5,0.508,A,6,4,2,-2
Darwin,Pocillopora_sp,35.5,0.356,A,6,3.5,1,-2.5
Darwin,Pavona_clavus,35.5,0.521,A,5,2.5,1.5,-1
Darwin,Pocillopora_sp,35.5,0.494,A,1,5,1,-4
Darwin,Pavona_clavus,35.5,0.475,A,3,2.5,2.5,0
Darwin,Pocillopora_sp,35.5,0.5,A,3,3,3,0
Darwin,Pocillopora_sp,35.5,0.413,A,4,3,1,-2
Darwin,Pavona_clavus,35.5,0.34,A,7,2,1.5,-0.5
Darwin,Pocillopora_sp,26,0.535,B,4,4,4,0
Darwin,Pavona_clavus,26,0.536,B,6,4.5,4,-0.5
Darwin,Pavona_clavus,26,0.54,B,5,5,4.5,-0.5
Darwin,Pavona_clavus,26,0.484,B,7,4,4,0
Darwin,Pavona_clavus,26,0.593,B,2,3,3,0
Darwin,Pocillopora_sp,26,0.558,B,1,3,2.5,-0.5
Darwin,Pocillopora_sp,26,0.516,B,5,4,4,0
Darwin,Pavona_clavus,26,NA,B,1,5,4.5,-0.5
Darwin,Pocillopora_sp,26,0.528,B,6,3.5,3.5,0
Darwin,Pocillopora_sp,26,0.545,B,2,3,3,0
Darwin,Pavona_clavus,26,0.49,B,4,3.5,3.5,0
Darwin,Pavona_clavus,26,0.515,B,3,2.5,2.5,0
Darwin,Pocillopora_sp,26,0.567,B,8,4,4,0
Darwin,Pocillopora_sp,26,0.592,B,7,3,3,0
Darwin,Pavona_clavus,26,0.502,B,8,5,5,0
Darwin,Pocillopora_sp,26,0.531,B,3,3,3,0
Darwin,Pocillopora_sp,32.5,0.539,B,8,3.5,3.5,0
Darwin,Pocillopora_sp,32.5,0.553,B,2,3,3,0
Darwin,Pavona_clavus,32.5,0.463,B,7,3,3,0
Darwin,Pocillopora_sp,32.5,0.574,B,4,4.5,4.5,0
Darwin,Pocillopora_sp,32.5,0.583,B,5,3.5,3.5,0
Darwin,Pavona_clavus,32.5,0.525,B,1,5,4,-1
Darwin,Pocillopora_sp,32.5,0.519,B,6,5,4,-1
Darwin,Pavona_clavus,32.5,0.485,B,2,3,3,0
Darwin,Pocillopora_sp,32.5,0.536,B,7,3.5,3.5,0
Darwin,Pocillopora_sp,32.5,0.555,B,1,3.5,3.5,0
Darwin,Pavona_clavus,32.5,0.422,B,5,2.5,2.5,0
Darwin,Pavona_clavus,32.5,0.538,B,3,4,3.5,-0.5
Darwin,Pocillopora_sp,32.5,0.544,B,3,3,3,0
Darwin,Pavona_clavus,32.5,0.568,B,4,4,3,-1
Darwin,Pavona_clavus,32.5,0.541,B,6,4,4,0
Darwin,Pavona_clavus,32.5,0.534,B,8,4.5,4.5,0
Darwin,Pavona_clavus,34,NA,B,6,2.5,1,-1.5
Darwin,Pavona_clavus,34,NA,B,1,3,1,-2
Darwin,Pocillopora_sp,34,NA,B,7,5,2,-3
Darwin,Pavona_clavus,34,NA,B,2,3,1.5,-1.5
Darwin,Pavona_clavus,34,NA,B,3,2.5,1,-1.5
Darwin,Pavona_clavus,34,NA,B,5,3,1,-2
Darwin,Pocillopora_sp,34,NA,B,4,3,1,-2
Darwin,Pocillopora_sp,34,NA,B,6,5,1,-4
Darwin,Pavona_clavus,34,NA,B,8,3,1,-2
Darwin,Pocillopora_sp,34,NA,B,3,3.5,1,-2.5
Darwin,Pocillopora_sp,34,NA,B,5,3.5,1,-2.5
Darwin,Pavona_clavus,34,NA,B,4,2.5,1,-1.5
Darwin,Pavona_clavus,34,NA,B,7,3,2.5,-0.5
Darwin,Pocillopora_sp,34,NA,B,8,4,1.5,-2.5
Darwin,Pocillopora_sp,34,NA,B,1,5,3,-2
Darwin,Pocillopora_sp,34,NA,B,2,4.5,3,-1.5
Darwin,Pocillopora_sp,35.5,0.355,B,4,4,1,-3
Darwin,Pavona_clavus,35.5,0.444,B,6,3,1,-2
Darwin,Pavona_clavus,35.5,0.434,B,8,4.5,2.5,-2
Darwin,Pocillopora_sp,35.5,0.449,B,3,3.5,1,-2.5
Darwin,Pavona_clavus,35.5,0.354,B,7,2.5,2,-0.5
Darwin,Pavona_clavus,35.5,0.397,B,3,2.5,1.5,-1
Darwin,Pocillopora_sp,35.5,0.464,B,8,4,2,-2
Darwin,Pocillopora_sp,35.5,0.35,B,6,4,1,-3
Darwin,Pavona_clavus,35.5,0.357,B,4,2.5,1,-1.5
Darwin,Pocillopora_sp,35.5,0.464,B,1,3,1,-2
Darwin,Pocillopora_sp,35.5,0.489,B,5,4.5,1,-3.5
Darwin,Pavona_clavus,35.5,0.449,B,2,3,1,-2
Darwin,Pavona_clavus,35.5,0.493,B,1,5,2.5,-2.5
Darwin,Pocillopora_sp,35.5,0.413,B,2,4,1,-3
Darwin,Pocillopora_sp,35.5,0.352,B,7,4,1,-3
Darwin,Pavona_clavus,35.5,0.418,B,5,1.5,1,-0.5
Darwin,Pocillopora_sp,26,0.5,A,4,3.5,3,-0.5
Darwin,Pavona_clavus,26,0.613,A,8,5,5,0
Darwin,Pocillopora_sp,26,0.577,A,2,3.5,3.5,0
Darwin,Pocillopora_sp,26,0.595,A,5,3,2.5,-0.5
Darwin,Pavona_clavus,26,0.547,A,3,3.5,3.5,0
Darwin,Pavona_clavus,26,0.552,A,6,5,4.5,-0.5
Darwin,Pavona_clavus,26,0.557,A,4,5,4.5,-0.5
Darwin,Pavona_clavus,26,0.589,A,5,4.5,4.5,0
Darwin,Pavona_clavus,26,0.571,A,1,5,5,0
Darwin,Pocillopora_sp,26,0.56,A,1,4,4,0
Darwin,Pocillopora_sp,26,0.565,A,3,5,5,0
Darwin,Pocillopora_sp,26,0.578,A,6,3,3,0
Darwin,Pocillopora_sp,26,0.611,A,8,4,4,0
Darwin,Pavona_clavus,26,0.553,A,7,5,5,0
Darwin,Pavona_clavus,26,0.54,A,2,4,3.5,-0.5
Darwin,Pocillopora_sp,26,0.611,A,3,5,5,0
Darwin,Pavona_clavus,20,0.545,A,3,2.5,2.5,0
Darwin,Pocillopora_sp,20,0.608,A,8,3.5,3.5,0
Darwin,Pocillopora_sp,20,0.57,A,6,3.5,3,-0.5
Darwin,Pocillopora_sp,20,0.564,A,3,3.5,3.5,0
Darwin,Pavona_clavus,20,0.529,A,8,5.5,5.5,0
Darwin,Pavona_clavus,20,0.525,A,5,5,4,-1
Darwin,Pocillopora_sp,20,0.603,A,7,4,4,0
Darwin,Pavona_clavus,20,0.533,A,1,4,3.5,-0.5
Darwin,Pocillopora_sp,20,0.572,A,4,3.5,3.5,0
Darwin,Pavona_clavus,20,0.54,A,6,4,3.5,-0.5
Darwin,Pavona_clavus,20,0.529,A,7,5,5,0
Darwin,Pavona_clavus,20,0.554,A,2,5,5,0
Darwin,Pavona_clavus,20,0.534,A,4,4,3.5,-0.5
Darwin,Pocillopora_sp,20,0.529,A,2,3.5,3.5,0
Darwin,Pocillopora_sp,20,0.605,A,5,5,5,0
Darwin,Pocillopora_sp,20,0.569,A,1,4,4,0
Darwin,Pocillopora_sp,16,0.561,A,5,3.5,3.5,0
Darwin,Pocillopora_sp,16,0.545,A,2,3,2.5,-0.5
Darwin,Pavona_clavus,16,0.546,A,1,5,4.5,-0.5
Darwin,Pocillopora_sp,16,0.52,A,3,3,3,0
Darwin,Pocillopora_sp,16,0.54,A,1,5,5,0
Darwin,Pavona_clavus,16,0.535,A,2,4.5,4.5,0
Darwin,Pavona_clavus,16,0.547,A,3,5,5,0
Darwin,Pocillopora_sp,16,0.514,A,4,4,4,0
Darwin,Pavona_clavus,16,0.531,A,6,5,4,-1
Darwin,Pavona_clavus,16,0.534,A,4,5,4,-1
Darwin,Pocillopora_sp,16,0.449,A,7,2,2,0
Darwin,Pavona_clavus,16,0.528,A,8,4,4,0
Darwin,Pocillopora_sp,16,0.516,A,6,2.5,2.5,0
Darwin,Pocillopora_sp,16,0.578,A,8,4,3.5,-0.5
Darwin,Pavona_clavus,16,0.455,A,7,3,2.5,-0.5
Darwin,Pavona_clavus,16,0.487,A,5,3,2.5,-0.5
Darwin,Pavona_clavus,12,0.343,A,5,2,2,0
Darwin,Pavona_clavus,12,0.539,A,3,4,3.5,-0.5
Darwin,Pavona_clavus,12,0.502,A,1,4,4,0
Darwin,Pavona_clavus,12,0.53,A,2,3,3,0
Darwin,Pocillopora_sp,12,0.571,A,6,3.5,3.5,0
Darwin,Pavona_clavus,12,0.515,A,4,4,4,0
Darwin,Pavona_clavus,12,0.468,A,6,4,3.5,-0.5
Darwin,Pavona_clavus,12,0.504,A,8,4,4,0
Darwin,Pocillopora_sp,12,0.521,A,4,4,3.5,-0.5
Darwin,Pocillopora_sp,12,0.527,A,3,4.5,4,-0.5
Darwin,Pocillopora_sp,12,0.568,A,8,5.5,5,-0.5
Darwin,Pavona_clavus,12,0.558,A,7,3,3,0
Darwin,Pocillopora_sp,12,0.41,A,2,4,4,0
